"tool_id","category_id","name","location","available_qty","unit","price","img","tool_status","disposal_status","_id"
"46",7,"Cutter Can Opener","CBA 404",40,"Set",100,"/uploads/tools/default.png","Available","Good Condition","D4bfdMTVBc9IoVoy"
"47",1,"Cutter Dough Cutter","CBA 404",1,"Unit",100,"/uploads/tools/image-1759085618242-638779910.png","Available","Good Condition","p4PeYF9O8sfz2sTn"
"48",1,"Cutter Pizza Cutter","CBA 404",16,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","U5PtB3JrqdnxvO6c"
"49",3,"Dinner Stainless Regular Size","CBA 404",5,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","bYrbjV7X5cd0Yhyx"
"5",9,"Baking Cool Tray Thick, Heavy Duty Tray","CBA 404",2,"Piece",100,"/uploads/tools/default.png","Available","For Repair","KSRrk09tvP3qhxSS"
"50",4,"Dish Rack Brown Color Plastic","CBA 404",7,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","ZW9dEhIs8wojr7ky"
"51",5,"Extension Wire Omni 4 meters","CBA 404",15,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","9C6kmonzdLgGLKuu"
"52",7,"First Aid Kit 53 Items Inside","CBA 404",20,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","c9SynHjN9ETYeFD0"
"53",2,"Fish Knife","CBA 404",5,"Piece",100,"/uploads/tools/default.png","Available","For Repair","QLTezdgkkKs6WDH2"
"54",3,"Food Trolley with Bin 3 Layers Durable Plastic","CBA 404",8,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","NfePXmkpLrrXPV0e"
"55",8,"Food Warmer Chafing Dish (Double)","CBA 404",40,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","FhPI493bTTr5sKSn"
"56",5,"Food Warmer Chafing Dish (Rectangle)","CBA 404",3,"Pieces",100,"/uploads/tools/default.png","Available","Good Condition","1X84iySkBdS2cwll"
"57",5,"Food Warmer Soup Chafing Dish (Round)","CBA 404",20,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","MBx85sudkEcCH3ww"
"58",3,"For Dessert Fork","CBA 404",10,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","etEcznrtnQSnwwWq"
"59",3,"Fork Dinner Fork","CBA 404",20,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","h8ZKg4TGYJW6LzAw"
"6",5,"Baking Tin Pans Rectangular Baking Pan (Assorted Sizes S, M,L)","CBA 405",1,"Set",100,"/uploads/tools/default.png","Available","Good Condition","4XGz5iSp4p1hUJB3"
"60",6,"Fork Fish Fork","CBA 404",30,"Set",100,"/uploads/tools/default.png","Available","Good Condition","40qpIWbLoisPQYw8"
"61",5,"Fork Oyster Fork","CBA 404",22,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","eDW0brEwBXwGYHsV"
"62",8,"Fork Salad Fork","CBA 404",40,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","rIPtRmpsVzmfxVfV"
"63",1,"Fork Serving Fork","CBA 404",16,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","MNHyLPNJA6pl84JP"
"64",2,"Fryer Deep Fryer Fan with Cover and Strainer","CBA 404",7,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","ELWfvwe0xXwUoGum"
"65",7,"Fryer Electric Deep Fryer with Strainer","CBA 404",40,"Set",100,"/uploads/tools/default.png","Available","Good Condition","SJMI7vwWqd5AQZzL"
"66",3,"Garnishing Tools","CBA 404",12,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","SqvnpI6OEeySVNJX"
"67",8,"Glass Brandy Snifter","CBA 404",30,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","8K9NB1zuugNA4siF"
"68",2,"Glass Halo-halo Glass","CBA 404",213,"Pieces",100,"/uploads/tools/default.png","Available","Good Condition","GUHOmWkO52dcNWWH"
"69",1,"Glass Hurricane Glass","CBA 404",10,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","RwamdN710iUPaQXH"
"7",7,"Baking Tin Pans Round Baking Pan","CBA 404",35,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","Di5oTGfkIc4zzroT"
"70",5,"Glass Irish Coffee Glass","CBA 404",18,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","CKhr5lV5CfvRppTQ"
"71",7,"Glass Martini Glass (Large)","CBA 404",50,"Set",100,"/uploads/tools/default.png","Available","Good Condition","EjohX9ietHvUpejH"
"72",4,"Glass Martini Glass (Small)","CBA 404",5,"Piece",100,"/uploads/tools/default.png","Available","For Repair","UdEVgN48ilWtZ0GQ"
"73",3,"Glass Pilsner Glass","CBA 404",20,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","e5NoPW7rmukdgmF5"
"74",4,"Glass Poco Grande","CBA 404",4,"Piece",100,"/uploads/tools/default.png","Available","For Disposal","4fV72siWstXPu2TH"
"75",6,"Glass Rack Plastic Glass Crate (assorted colors)","CBA 404",10,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","7ICmRWT2GLICDIF4"
"76",6,"Glass Rack Plastic Goblet Crate (assorted colors)","CBA 404",12,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","hhNoJO40y3XHP8A5"
"77",2,"Glass Red Wine","CBA 404",5,"Piece",100,"/uploads/tools/default.png","Available","For Repair","pWRZnD5dIe0lLqAi"
"78",1,"Glass Sherbet Glass","CBA 404",16,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","CxhPk0sSuiP7p7Vk"
"79",4,"Glass Shot Glass","CBA 404",10,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","UPDgi0dI1apPTruy"
"8",7,"Baking Tin Pans Tube Baking Pan","CBA 404",25,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","LZjN3UlLTSmNnvJa"
"80",5,"Glass Tumbler Glass","CBA 404",18,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","81i62N7s9X2odOrm"
"81",2,"Glass Under Liner Round Plastic (pink, blue)","CBA 404",6,"Piece",100,"/uploads/tools/default.png","Available","For Repair","HC9tct4M5g6D5U6M"
"82",7,"Glass Water Goblet","CBA 404",35,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","CVar9nSnQaC1r4qU"
"83",7,"Glass White Wine Glass","CBA 404",20,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","oitSplGmrsmlS4ad"
"84",4,"Grater Black Handle","CBA 404",4,"Piece",100,"/uploads/tools/default.png","Available","For Disposal","9rt0StD9YI9fg49j"
"85",4,"Gravy server Stainless","CBA 404",5,"Piece",100,"/uploads/tools/default.png","Available","For Repair","PlMSPUwZjWiJMrUs"
"86",1,"Griller Non-stick Griller","CBA 404",16,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","9SOJiWNX0YjJPioS"
"87",1,"Heavy Duty Plastic Table 5ft x 4ft Foldable (Color White)","CBA 404",15,"Set",100,"/uploads/tools/default.png","Available","Good Condition","9fcptuA5x3ISw5R9"
"88",3,"Heavy Duty Plastic Table 6ft x 4ft Foldable (Color White)","CBA 404",10,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","UN9OdvgVpGJRCmim"
"89",3,"Ice Bucket Glass","CBA 404",8,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","AkFZsB1WY5KB4Qi7"
"9",5,"Bar Tray Rectangular","CBA 404",10,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","YWkJSn9NlKVF3ySG"
"90",5,"Ice Bucket Stainless","CBA 404",3,"Pieces",100,"/uploads/tools/default.png","Available","Good Condition","DwLN2kxdPfK2IGYA"
"91",8,"Ice Cream Scooper Stainless","CBA 405",11,"Unit",100,"/uploads/tools/image-1759080651737-189549490.png","Available","For Disposal","Cqt9ndCRoDeKMfFP"
"92",4,"Ice Crusher Heavy Duty Machine","CBA 404",6,"Piece",100,"/uploads/tools/default.png","Available","For Repair","XVAcVx2thqZSmIJg"
"93",4,"Ice Pick Steel Black Handle","CBA 404",4,"Piece",100,"/uploads/tools/default.png","Available","For Disposal","EtdL7Y0a9wRX6CYg"
"94",2,"Ice Scooper Stainless","CBA 404",5,"Piece",100,"/uploads/tools/default.png","Available","For Repair","hzudDEFq6KYmLcY3"
"95",3,"Ice Tong Stainless Tong","CBA 404",5,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","u1HfH6HYlihfIHrx"
"96",8,"Icing Design Plastic White","CBA 404",40,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","Jo3s1GqPL1bgxpOU"
"97",9,"Industrial Rice Cooker","CBA 404",3,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","SccSpKLAyQRs2l9r"
"98",5,"Jogger Bottler Assorted Colors","CBA 405",1,"Set",100,"/uploads/tools/default.png","Available","Good Condition","v8H2Yy4CpjGc7ZnM"
"99",5,"Juice Dispenser Plastic with Stainless (Short)","CBA 404",20,"Piece",100,"/uploads/tools/default.png","Available","Good Condition","Eidau6T0quvvEgxw"
